CEMI,BKD,CVET,PRO,USNA,HBI,CHUY,AMPE,INTT,OSW,CRI,ICD,CCL,MTG,BLMN,GPMT,"KIM-PL, KIM-PM",LINC,WH,EAT,AL-PA,"NSPR-WT, NSPR-WTB",CHH,KBRS,AAN,FND,APEI,GEN,CARS,VCEL,PK,WYND,PGR,MAR,OFIX,LAWS,PLYA,BBXTB,BXG,KWR,SNBR,"WRB-PB, WRB-PC, WRB-PD, WRB-PE, WRB-PF",PNR,GWW,ENDP,PSTVZ,CMG,CTAM,LH,TELA,PPD,SSY,VVV,LTRPB,RUTH,VNTR,XYL,EEX,XHR,TUP,"DHCNI, DHCNL",MCB,BCLI,BA,UAL,TACT,MCFT,WLMS,CHEF,IPAR,APTO,NAHD,ARC,QUMU,"FMCCG, FMCCH, FMCCI, FMCCP, FMCKL, FMCKM, FMCKN, FMCKO, FMCKP, FREGP, FREJN, FREJO, FREJP",BMCH,SIGI,IART,MSON,LHCG,ST,CNDT,WSR,BBY,HNGR,DENN,MKL,CCO,SGRY,BKNG,BJRI,ISRG,CARG,SWAV,VTDRF,SKYW
137,105,70,61,35,82,56,76,82,115,59,71,53,81,89,70,84,65,103,81,37,91,74,81,67,62,127,62,71,75,115,58,19,49,49,33,128,78,88,49,71,57,47,99,59,42,61,84,46,74,63,75,76,63,68,84,79,65,84,87,52,72,87,63,56,46,32,41,44,26,62,46,181,53,127,81,62,53,46,49,89,53,66,48,96,54,49,171,47,76,92,46,65,64
0.0,0,1.7504888888888896,0.627698765432099,0.11020987654320985,2.6917209876543207,1.7504888888888896,2.1643506172839526,0.43168593750000017,1.5490395061728393,0.00015061728395061668,0.004506172839506183,0.20283950617283963,17.497217283950604,0.15146913580246923,1.5351876543209886,4.00963950617284,0.6348244897959185,0.08320987654320994,0,0.12117283950617286,8.298355555555553,5.91071358024691,1.11843950617284,0,20.765520987654288,0.0,0,9.187311111111109,0.6494246913580253,0,0.26692098765432093,0.22218765432098772,1.3168222222222221,0,1.353135802469136,48.27555061728394,0.17190617283950577,0,0.0419654320987654,0,0,41.32528395061726,1.8605555555555544,0,3.4080098765432094,99.64445432098765,0.00673580246913579,0,2179.9149506172853,0.7777777777777776,14.69312839506173,1.1320098765432092,0,0.0019135802469135784,1.0923506172839514,3.170854320987654,0.2689432098765432,0.006711111111111108,4.749187654320988,0.1202617283950617,0.43012098765432105,0.1378,0,2.1316444444444453,0.17008888888888887,66.70967654320985,8.652358024691353,0.0186395061728395,1.6763358024691366,0.0007992098765432113,1.1060617283950613,4.975432098765442,0.016400000000000005,8.888888888888906e-07,0.001402469135802469,0.00846913580246913,0,0,8.221485937499992,2.6624691358024712,0,54.65706666666667,1.9013555555555577,0.05535061728395061,0.1892,12.595743209876543,1.5377135802469128,0.6632000000000001,1183.994128395062,0.0029333333333333342,3.698254320987654,15237.094777777787,1.5626617283950628,37.63491111111114,1.9202098765432103,2.315646913580243,0.0,5.41347654320988
